,processed_text,ad_creative_body,Prevention,Treatment,Diagnosis,Mechanism,Case Report,Transmission,Forecasting,General
487,Here is a letter from a constituent and why we are working so hard to prevent citizens of Missouri from being mandated to take a shot or lose their livelihood I am a public school t eacher in the state of Missouri the past five years I have taught in a unique and specialized aviation maintenance training program for Saint Louis Public Schools The district denied all religious exemptions for the Covid Vaccine and the district would not allow staff the option of testing Included in my religious exemption was a signed letter from my pastor I have been one of many teachers placed on unpaid administrative leave for almost three months The district tells us that we are still employees but my position has been posted on their website and I haven t received a paycheck in months My unemployment claim was denied and I am waiting on the results of my appeal hearing I have retained an attorney and had to pay thousands in fees I have contacted the governor s office multiple times only to be told that there is nothing the governor can do I am totally disgusted and saddened that the state of Missouri allows its citizens and public school teachers to be treated this way We are working to protect individuals rights to make their own decision how to protect themselves from disease with the advice of their doctor My bills HB HB and HB Also I would like to highlight Rep Bill Hardwick s bill HB These bills it something like them must pass,"Here is a letter from a constituent and why we are working so hard to prevent citizens of Missouri from being mandated to take a shot or lose their livelihood.

""I am a public school t eacher in the state of Missouri the past five years. I have taught in a unique and specialized aviation maintenance training program for Saint Louis Public Schools. The district denied all religious exemptions for the Covid Vaccine and the district would not allow staff the option of testing. Included in my religious exemption was a signed letter from my pastor. 
 
I have been one of many teachers placed on unpaid administrative leave for almost three months. The district tells us that we are still employees, but my position has been posted on their website and I haven’t received a paycheck in months. My unemployment claim was denied, and I am waiting on the results of my appeal hearing. I have retained an attorney and had to pay thousands in fees. I have contacted the governor’s office multiple times only to be told that there is nothing the governor can do. I am totally disgusted and saddened that the state of Missouri allows its citizens and public-school teachers to be treated this way.""

We are working to protect individuals rights to make their own decision how to protect themselves from disease with the advice of their doctor.  My bills HB1768, HB 2769 and HB 2055. Also I would like to highlight Rep Bill Hardwick's bill HB 1672. These bills it something like them must pass.",0,1,1,0,0,0,0,1
488,Gov Roy Cooper put out an order saying state workers can use paid leave to volunteer in schools The move comes as some districts are recording large staffing shortages due to COVID,Gov. Roy Cooper put out an order saying state workers can use paid leave to volunteer in schools. The move comes as some districts are recording large staffing shortages due to COVID-19.,0,0,0,0,0,0,0,1
489,Ready to take the next step in your leadership journey Thinking of applying to one of our Ready to Lead trainings in Then come to our info session on Tuesday February st to learn about Who should apply to our signature training The application process Our training curriculum Our COVID safety guidelines The resources and support offered to NAL alum RSVP,"Ready to take the next step in your leadership journey? Thinking of applying to one of our Ready to Lead trainings in 2022? Then come to our info session on Tuesday, February 1st to learn about:

👉 Who should apply to our signature training
👉 The application process
👉 Our training curriculum
👉 Our COVID safety guidelines
👉 The resources and support offered to NAL alum

✨ RSVP: https://bit.ly/RTLinfosession ✨",0,0,0,0,0,0,0,1
490,GOOD NEWS For a change After the prime ministers recent announcement and new restrictions we just want to assure all of our customers that we won t be making any change to how we currently run our premises The new Covid passports that are being brought into place do not apply to us as we are a smaller venue and also we close at am therefore we will be operating as normal with no restrictions At the same time we want to assure all of our customers we still do everything we possibly can to make sure our venue is as Covid secure as it possibly can be Boris ruined Christmas for all of us last year so let s not let them ruin this years,"*GOOD NEWS* (For a change) 

After the prime ministers recent announcement and new restrictions we just want to assure all of our customers that we won’t be making any change to how we currently run our premises 

The new Covid passports that are being brought into place do not apply to us as we are a smaller venue and also we close at 1am, therefore we will be operating as normal with no restrictions 

At the same time we want to assure all of our customers we still do everything we possibly can to make sure our venue is as Covid secure as it possibly can be

Boris ruined Christmas for all of us last year, so let’s not let them ruin this years! 🎅",1,0,0,0,0,0,0,0
491,Oops people are feeling all too comfortable and the economy and lives are close to getting normal People spent Thanksgiving with family friends retail sales are way up Wow let s ruin that comfort and normalcy by creating a new variant Call it the Omicron for now Let s hide all of the incompetence failures and the stolen election by Biden and team with more Covid scares,"Oops, people are feeling all too comfortable and the economy and lives are close to getting normal. People spent Thanksgiving with family & friends & retail sales are way up
Wow, let's ruin that comfort and normalcy by ""creating"" a new ""variant"" ! Call it the ""Omicron"" for now.
Let's hide all of the incompetence & failures and the stolen election by Biden and team with more Covid scares.",0,0,0,0,0,0,0,1
492,Closed Door Back Room Deals At City Hall Must End Well this is interesting First off I want you to look at the letters in red at the top of the first page of this document ALDERMEN CONFIDENTIAL closed record This document was never meant to be revealed to the citizens of Parkville Why is that Well I have a few questions Why is the Board of Aldermen planning to build a new luxury apartment complex next to the river inside a floodplain Why are they using the same development firm that destroyed Kansas City s formerly beautiful Berkley Riverfront Park Does the Board of Aldermen think they re spending Monopoly money What will be the impact on English Landing Park and Platte Landing Park What will be the impact of extra traffic on Downtown Parkville Will this benefit the community as a whole or will it just make an already wealthy developer even more wealthy Implications of building this apartment complex inside a floodplain Information from a current Parkville resident Flooding is generally the most common and costliest type of disaster Missouri experiences but standard homeowner s insurance does not cover flooding so it s important to have protection from damage associated with flooding SEMA s Floodplain Management Section administers the National Flood Insurance Program NFIP for the state of Missouri NFIP offers flood insurance to homeowners renters and business owners if their community participates in the program providing more than billion in flood insurance coverage for Missouri homes and business annually Participating communities agree to adopt and enforce floodplain management ordinances that meet or exceed FEMA requirements So the long and short of it is Parkville taxpayers you and me will have to pay in added taxes for flood insurance Impact on Parkville s parks If you remember Berkley Park in Kansas City before Flaherty Collins came in and covered it with apartments it was a large beautiful park on the river with many events festivals concerts etc It was a place where people could gather with their families Now nothing really happens there The only use is for people to walk the river trail Is this what we want for English Landing Park and Platte Landing Park I think not Impact on the businesses in Downtown Parkville Traffic coming through Downtown Parkville can already be congested This new stack em pack em apartment complex would turn downtown and the roads leading into it into a virtual parking lot The businesses there are already struggling trying to come out of the COVID restrictions placed on them by the County Health Board Deterring shoppers from coming into Downtown by creating huge traffic blockages would put the final nail in the coffin for them This is just common sense Anyone can see that except our Board of Aldermen Or maybe they do see it and they just don t care Benefit to the community So the citizens of Parkville will be on the hook for in increased taxes It will ruin English Landing Park and Platte Landing Park That means no more events downtown Parkville Days gone Fourth of July events gone Parkville Microbrew Festival gone Downtown shopping gone These all promote and bring people into the city to spend money Also how does providing the developer Flaherty Collins million million in incentives to build this monstrosity benefit the community as a whole The answer It doesn t So why would the Board of Aldermen even consider this plan And why would they want to keep it secret What else is City Hall hiding from us This is a prime example of why we need a change in City Hall This is why we need to be in the room when these things are being discussed This is why there should be NO private confidential meetings When it comes to issues that are going to have a massive impact on the community and businesses of the city there should be maximum transparency and community oversight It doesn t matter to me how things have always been done If elected Mayor of Parkville I will put you in the room I will be your voice And if the Board of Aldermen don t like that Tough I won t stand by and allow them to Kansas City our Parkville,"Closed-Door, Back-Room Deals At City Hall Must End

Well this is interesting. First off, I want you to look at the letters in red at the top of the first page of this document. ""ALDERMEN CONFIDENTIAL... closed record"".

This document was never meant to be revealed to the citizens of Parkville. Why is that? Well, I have a few questions.

-  Why is the Board of Aldermen planning to build a new ""luxury"" apartment complex next to the river, inside a floodplain?

-  Why are they using the same development firm that destroyed Kansas City's formerly beautiful Berkley Riverfront Park?

-  Does the Board of Aldermen think they're spending Monopoly money?

-  What will be the impact on English Landing Park and Platte Landing Park?

-  What will be the impact of extra traffic on Downtown Parkville?

-  Will this benefit the community as a whole, or will it just make an already wealthy developer even more wealthy?

Implications of building this apartment complex inside a floodplain

Information from a current Parkville resident...

""Flooding is generally the most common and costliest type of disaster Missouri experiences, but standard homeowner's insurance does not cover flooding, so it's important to have protection from damage associated with flooding.

SEMA's Floodplain Management Section administers the National Flood Insurance Program (NFIP) for the state of Missouri.  NFIP offers flood insurance to homeowners, renters and business owners if their community participates in the program, providing more than $4 billion in flood insurance coverage for Missouri homes and business annually. Participating communities agree to adopt and enforce floodplain management ordinances that meet or exceed FEMA requirements.""

So the long and short of it is, Parkville taxpayers, you and me, will have to pay $4,000,000 in added taxes for flood insurance.

Impact on Parkville's parks

If you remember Berkley Park in Kansas City, before Flaherty & Collins came in and covered it with apartments, it was a large, beautiful park on the river with many events, festivals, concerts, etc. It was a place where people could gather with their families. Now... nothing really happens there. The only use is for people to walk the river trail. Is this what we want for English Landing Park and Platte Landing Park? I think not.

Impact on the businesses in Downtown Parkville

Traffic coming through Downtown Parkville can already be congested. This new ""stack 'em & pack 'em"" apartment complex would turn downtown and the roads leading into it into a virtual parking lot. The businesses there are already struggling, trying to come out of the COVID restrictions placed on them by the County Health Board. Deterring shoppers from coming into Downtown by creating huge traffic blockages would put the final nail in the coffin for them. This is just common sense. Anyone can see that, except our Board of Aldermen. Or maybe they do see it and they just don't care.

Benefit to the community?

So the citizens of Parkville will be on the hook for $4,000,000 in increased taxes. It will ruin English Landing Park and Platte Landing Park. That means no more events downtown. Parkville Days... gone. Fourth of July events... gone. Parkville Microbrew Festival... gone. Downtown shopping... gone. These all promote and bring people into the city to spend money.

Also, how does providing the developer, Flaherty & Collins, $1.5 million - $2 million in incentives to build this monstrosity benefit the community as a whole? The answer? It doesn't.

So why would the Board of Aldermen even consider this plan? And why would they want to keep it secret? What else is City Hall hiding from us?

This is a prime example of why we need a change in City Hall. This is why we need to be ""in the room"" when these things are being discussed. This is why there should be NO private, ""confidential"" meetings. When it comes to issues that are going to have a massive impact on the community and businesses of the city, there should be maximum transparency and community oversight.

It doesn't matter to me how things have always been done. If elected Mayor of Parkville, I will put you ""in the room"". I will be your voice. And if the Board of Aldermen don't like that? Tough. I won't stand by and allow them to Kansas City our Parkville.",0,0,0,0,0,0,0,1
493,LEGISLATIVE UPDATE Here s a report from me as to how the Republican establishment threw medical freedom under the bus last week I tried to run an amendment on HB last week My amendment would have given complete protection for Hoosiers by making it illegal for anybody to impose enforce a vaccination upon another person My amendment was called out of order by Representative Dan Leonard and I was told that it was not germane to the bill and that it was bill pending The establishment released HB that same morning and I had drafted my amendment days prior to the release of HB they were saying that I used language from a bill that I did not even know existed at the drafting of my amendment and thus they used one of the House rules to call me out of order How does one draft an amendment from a bill that doesn t exist Answer they can t That is utterly absurd My amendment absolutely had everything to do with HB Representative Dan Leonard who argued with me behind the scenes off camera explaining why my amendment was not germane I explained to him this was a constitutional issue on bodily integrity autonomy and had EVERYTHING to do with HB Representative Leonard just looked at me like I had lost my mind I could only assume Representative Leonard s disdain was because I brought the Constitution into the conversation I then asked Speaker Todd Huston to call down Chairman Representative Heath VanNatter who was the chairman over HB to get a commitment from him to get a hearing and a vote on HB and to be able to announce publicly from the podium that I would withdraw my amendment if I could get the commitment from chairman VanNatter for the hearing and vote Speaker Huston just looked at me disgusted very visibly annoyed and said repetitively and very emphatically to me No No HB would have put a ban on COVID vaccinations But the sad reality is that the establishment did not want to go on record for truly protecting Hoosiers How disgusting,"LEGISLATIVE UPDATE: Here's a report from me as to how the Republican establishment threw medical freedom under the bus last week...

I tried to run an amendment on HB1001 last week. My amendment would have given complete protection for Hoosiers by making it illegal for anybody to impose/enforce a vaccination upon another person. 

My amendment was called out of order by Representative Dan Leonard and I was told that it was not germane to the bill and that it was bill pending. The establishment released HB 1408 that same morning and I had drafted my amendment 4 days prior to the release of HB1408; they were saying that I used language from a bill that I did not even know existed at the drafting of my amendment and thus, they used one of the House rules to call me out of order. How does one draft an amendment from a bill that doesn’t exist? Answer, they can’t! That is utterly absurd!!

My amendment absolutely had everything to do with HB1001! Representative Dan Leonard who argued with me behind the scenes, off camera, explaining why my amendment was not germane; I explained to him this was a constitutional issue on bodily integrity/autonomy and had EVERYTHING to do with HB1001. 

Representative Leonard just looked at me like I had lost my mind. I could only assume Representative Leonard’s disdain was because I brought the Constitution into the conversation. I then asked Speaker Todd Huston to call down Chairman Representative Heath VanNatter who was the chairman over HB 1408 to get a commitment from him to get a hearing and a vote on HB1408 and to be able to announce publicly from the podium that I would withdraw my amendment if I could get the commitment from chairman VanNatter for the hearing and vote. 

Speaker Huston just looked at me disgusted, very visibly annoyed, and said repetitively and very emphatically to me, ‘No!!  No!!’ HB1408 would have put a ban on COVID-19 vaccinations. But the sad reality is that the establishment did not want to go on record for truly protecting Hoosiers! How disgusting!",0,1,0,0,0,0,0,1
494,A new study from the University of Georgia explores the potential impact of the virus on male fertility From GPB News,A new study from the University of Georgia explores the potential impact of the virus on male fertility. (From GPB News),0,0,1,1,0,0,0,0
495,This a day to mark how important small businesses are in our towns and communities In recent times Somerset West and Taunton has Given out over m in Covid business support Supported the creation of the Taunton Independent Quarter Almost finished the Coal Orchard development near The Brewhouse giving more opportunities to independent businesses and improving the shopping environment of Taunton Nationally the Liberal Democrats want to see major reform to outdated business rates we have a situation where some high streets stores pay more than Amazon warehouses Instead there would be a tax on land values This would remove buildings and machinery from calculations and tax only the land value of commercial sites boosting investment and cutting taxes for businesses in nine out of ten English local authorities,"𝗦𝗮𝘁𝘂𝗿𝗱𝗮𝘆 𝟰𝘁𝗵 𝗗𝗲𝗰𝗲𝗺𝗯𝗲𝗿 𝗶𝘀 𝗦𝗺𝗮𝗹𝗹 𝗕𝘂𝘀𝗶𝗻𝗲𝘀𝘀 𝗦𝗮𝘁𝘂𝗿𝗱𝗮𝘆 

This a day to mark how important small businesses are in our towns and communities. 

𝗣𝗹𝗲𝗮𝘀𝗲 𝘀𝘂𝗽𝗽𝗼𝗿𝘁 𝗮𝘀 𝗺𝗮𝗻𝘆 𝗮𝘀 𝘆𝗼𝘂 𝗰𝗮𝗻 𝘁𝗵𝗶𝘀 𝗖𝗵𝗿𝗶𝘀𝘁𝗺𝗮𝘀. 

In recent times, Somerset West and Taunton has:

 ✋ Given out over £65m in Covid business support 

✋ Supported the creation of the Taunton Independent Quarter

✋ Almost finished the Coal Orchard development (near The Brewhouse), giving more opportunities to independent businesses and improving the shopping environment of Taunton 

Nationally, the Liberal Democrats want to see major reform to outdated business rates; we have a situation where some high streets stores pay more than Amazon warehouses! Instead, there would be a tax on land values. This would remove buildings and machinery from calculations and tax only the land value of commercial sites, boosting investment and cutting taxes for businesses in nine out of ten English local authorities.",0,0,0,0,0,0,0,1
496,MOSF SF School Board Recall is a Cover for Racism and Elitism Vote No Recalling three members of the San Francisco school board is a case example of how understandable frustration in extraordinarily difficult times gets misunderstood then manipulated and mobilized by racism and wealthy conservatives BIPOC communities and leaders are always impacted and blamed by the dominant culture when the chips are down The chips have definitely been down in this extraordinarily difficult two years of COVID and palpable surfacing wounds of racial trauma It s no wonder that BIPOC leaders such as Alison Collins Faauuga Moliga and Board President Gabriela L pez are taking heat The attempt to recall them is just the latest battleground in displacing San Francisco values and subordinating BIPOC voices MOSF SF School Board Recall is a Cover for Racism and Elitism Vote No,"MOSF 17.1: SF School Board Recall is a Cover for Racism and Elitism. Vote No!

""Recalling three members of the San Francisco school board is a case example of how understandable frustration in extraordinarily difficult times gets misunderstood, then manipulated and mobilized by racism and wealthy conservatives. BIPOC communities and leaders are always impacted and blamed by the dominant culture when the chips are down. The chips have definitely been down in this extraordinarily difficult two years of COVID and palpable, surfacing wounds of racial trauma. It’s no wonder that BIPOC leaders such as Alison Collins, Faauuga Moliga, and Board President Gabriela López are taking heat. The attempt to recall them is just the latest battleground in displacing San Francisco values and subordinating BIPOC voices.""

 https://eastwindezine.com/mosf-17-1-sf-school-board-recall-is-a-cover-for-racism-and-elitism-vote-no/ MOSF 17.1: SF School Board Recall is a Cover for Racism and Elitism. Vote No!",0,0,0,0,0,0,0,1
497,Pat Catney MLA and SDLP Minister Nichola Mallon have been working together to invest in Dromore s public realm Our market towns are key to the economic recovery after COVID with more and more people working from home across Lagan Valley,"Pat Catney MLA and SDLP Minister Nichola Mallon have been working together to invest in Dromore's public realm. Our market towns are key to the economic recovery after COVID-19, with more and more people working from home across Lagan Valley.",0,0,0,0,0,0,1,0
498,As COVID cases continues to surge we need to protect the hardest hit working families and hold the line for our economic recovery by passing the Build Back Better Act and making the best and most impactful features of the American Rescue Plan like tax cuts to families permanent Can you donate or today to make sure that I can continue to fight for bold creative Covid solutions in Congress,"As COVID cases continues to surge, we need to protect the hardest-hit working families and hold the line for our economic recovery by passing the Build Back Better Act and making the best and most impactful features of the American Rescue Plan — like tax cuts to families — permanent.

Can you donate $5, $10, or $25 today to make sure that I can continue to fight for bold, creative Covid solutions in Congress?",0,0,0,0,0,0,0,1
499,Back for its fifth year six of Indy s best bands join forces to benefit area domestic violence prevention nonprofits including Coburn Place The Julian Center Eskinazi Center for Hope and more SAT NOV at BLACK CIRCLE BREWERY All Ages Proof of Vaccination or negative Covid test result within hours required This year s contributing artists to include BROTHER O BROTHER PAPA WARFLEIGH S FUNK REVIVAL AM BLUES BAND GYPSY MOONSHINE GHOSTS OF KIN CYRUS YOUNGMAN MONIQUE RUST CHRIS WOLF and AARON MCDONALD with of proceeds going directly to the nonprofits In its years Night of the Comet has raised over for area nonprofits and we are thankful to Black Circle for hosting this year s benefit Cover just with music pm to midnight Thank you friends and allies for being a part of the change,"Back for its fifth year, six of Indy's best bands join forces to benefit area domestic violence-prevention nonprofits including Coburn Place, The Julian Center, Eskinazi Center for Hope and more.   SAT, NOV 27 at BLACK CIRCLE BREWERY, All-Ages, Proof of Vaccination or negative Covid test result within 72 hours required.    This year's contributing artists to include BROTHER O BROTHER,  PAPA WARFLEIGH'S FUNK REVIVAL,  3 AM BLUES BAND,  GYPSY MOONSHINE, GHOSTS OF KIN,  CYRUS YOUNGMAN,  MONIQUE RUST,  CHRIS WOLF and AARON MCDONALD  ~   with 100% of proceeds going directly to the nonprofits.     

In its 5 years, Night of the Comet has raised over $15,000 for area nonprofits, and we are thankful to Black Circle for hosting this year's benefit.

Cover just $7, with music 5 pm to midnight.    Thank you, friends and allies, for being a part of the change!",0,1,0,0,0,0,0,1
500,Full video at Kyle Rittenhouse Verdict Makes America More Dangerous LV Monday Media Mixup MEDIA MENTIONED a My retweet of ACLU thread on Kyle Rittenhouse verdict MSNBC s Jonathan Capehart Michael Harriot Maria Teresa Kumar make fun of Virginia Lt Gov Elect Winsome Sears answers in CNN State of the Union interview Fox News Sunday news summary from Bret Baier Alexis McAdams and David Spunt on Kyle Rittenhouse verdict Biden problems NBC Meet the Press news summary from Chuck Todd on America divided Kyle Rittenhouse verdict Ahmaud Arbery trial Rep Paul Gosar censure threat of Trump ABC This Week with George Stephanopoulos news summary from Martha Raddatz on covid surge vaccine booster recommendation Kyle Rittenhouse verdict CNN State of the Union news summary from Dana Bash on House passing Biden s Build Back Better bill challenge in Senate bad Biden poll numbers Rep Paul Gosar censure CBS Face the Nation news summary from Margaret Brennan on bad poll for Biden CBS Margaret Brennan Mark Strassman report on Kyle Rittenhouse verdict Ahmaud Arbery trial then Margaret Brennan gets NAACP CEO Derrick Johnson to react Sen Kevin Cramer asked by NBC s Chuck Todd about Kyle Rittenhouse verdict why he s being ailed as a heto on the right and whether it makes America more dangerous Chris Christie asked by Fox News Bret Baier about Kyle Rittenhouse verdict ABC s Martha Raddatz reports on new covid surge asks Dr Anthony Fauci on recommendation of booster vaccinations for everyone Virginia Lt Gov Elect Winsome Sears asked by CNN s Dana Bash about critical race theory vaccine mandates in schools her vaccination status,"Full video at https://bit.ly/2ZeIVv1

Kyle Rittenhouse Verdict Makes America More Dangerous? - LV Monday Media Mixup 25

MEDIA MENTIONED:
00a-My retweet of ACLU thread on Kyle Rittenhouse verdict

01-MSNBC’s Jonathan Capehart, Michael Harriot, Maria Teresa Kumar make fun of Virginia Lt Gov Elect Winsome Sears answers in CNN State of the Union interview

02-Fox News Sunday news summary from Bret Baier, Alexis McAdams  and David Spunt on Kyle Rittenhouse verdict, Biden problems

03-NBC Meet the Press news summary from Chuck Todd on America divided, Kyle Rittenhouse verdict, Ahmaud Arbery trial, Rep Paul Gosar censure, threat of Trump

04-ABC This Week with George Stephanopoulos news summary from Martha Raddatz on covid surge, vaccine booster recommendation, Kyle Rittenhouse verdict

05-CNN State of the Union news summary from Dana Bash on House passing Biden’s Build Back Better bill, challenge in Senate, bad Biden poll numbers, Rep Paul Gosar censure

06-CBS Face the Nation news summary from Margaret Brennan on bad poll for Biden

07-CBS’ Margaret Brennan, Mark Strassman report on Kyle Rittenhouse verdict, Ahmaud Arbery trial then Margaret Brennan gets NAACP CEO Derrick Johnson to react

08-Sen Kevin Cramer asked by NBC’s Chuck Todd about Kyle Rittenhouse verdict, why he’s being ailed as a heto on the right, and whether it makes America more dangerous

09-Chris Christie asked by Fox News’ Bret Baier about Kyle Rittenhouse verdict

10-ABC’s Martha Raddatz reports on new covid surge, asks Dr Anthony Fauci on recommendation of booster vaccinations for everyone

11-Virginia Lt Gov Elect Winsome Sears asked by CNN’s Dana Bash about critical race theory, vaccine mandates in schools, her vaccination status",0,1,0,0,0,0,0,1
501,To stop Covid and the rise of variants like Omicron and Delta we cannot allow pharma monopolies to artificially restrict availability of vaccines treatments globally Join the conversation with experts and policy leaders pm ET Register bit ly VaccineJusticeBrief,"To stop #Covid and the rise of variants like #Omicron and #Delta, we cannot allow pharma monopolies to artificially restrict availability of vaccines & treatments globally.

Join the conversation with experts and policy leaders: 📅 12/16 @ 8pm ET
Register: bit.ly/VaccineJusticeBrief",0,1,0,0,1,0,0,0
502,Tunbridge Wells residents who need transport help to covid booster vaccination centres can contact Community Car Service a local charity via the web link or phone number below Donations to fund free transport for a covid booster jab have been provided via donations from and matching funding from Tunbridge Wells Kent County Councillors Many thanks to TWBC Cllr Victoria White for starting this initiative in and for sourcing additional matching funding to support the covid booster phase,"Tunbridge Wells residents who need transport help to covid booster vaccination centres can contact Community Car Service, a local charity, via the web link or phone number below.

https://communitycarservice.org.uk/

01892 511 627

Donations to fund free transport for a covid booster jab have been provided via donations from https://gofund.me/e0db5c48 and matching funding from Tunbridge Wells Kent County Councillors.

Many thanks to TWBC Cllr Victoria White for starting this initiative in 2020 and for sourcing additional matching funding to support the covid booster phase.",0,1,0,0,0,0,0,0
503,Great cold but COVID safe morning volunteering mlkdayofservice with Bellefonte Lions Club All Members at Bellevue Community Center Sorted clothes packing hats scarves toiletries and boxes of food are being donated to victims of Hurricane Ida living in Wilmington s Riverside Friendship House of Delaware and Emmanuel Dining Room,"Great cold but COVID-safe morning volunteering #mlkdayofservice2022 with Bellefonte Lions Club - All Members at Bellevue Community Center. Sorted clothes & packing hats, scarves, toiletries and boxes of food are being donated to victims of Hurricane Ida living in Wilmington’s Riverside, Friendship House of Delaware and Emmanuel Dining Room.",0,0,0,0,0,0,0,1
504,Shop safely online this Christmas shoppers were conned out of their money shopping online last Christmas losing million says Action Fraud Choose carefully where you shop don t be tempted by bargain prices Some websites are pure fiction and will take your money but not deliver the goods Do some online research Check the website address Are there spelling mistakes are contact details listed on the website Look for a padlock next to the website address For advice or to report call Citizens Advice consumer helpline read their guidance on shopping safely online Covid has meant for many of us that money could be tight this Christmas don t let that mean you buy cheaper fake items or even items that never turn up ConnectedCommunities ShopSafely,"Shop safely online this Christmas🎁 28,000 shoppers were conned out of their money shopping online last Christmas, losing £15.4 million, says Action Fraud

Choose carefully where you shop, don’t be tempted by bargain prices. Some websites are pure fiction and will take your money but not deliver the goods. 

Do some online research.
❓Check the website address
❓Are there spelling mistakes, are contact details listed on the website?
❓Look for a padlock next to the website address

For advice or to report call Citizens Advice consumer helpline: 0808 223 1133 read their guidance on shopping safely online https://bit.ly/3obCSkx 

#Covid has meant, for many of us, that money could be tight this Christmas, don’t let that mean you buy cheaper fake items or even items that never turn up.

#ConnectedCommunities #ShopSafely",0,0,0,0,0,0,0,1
505,Dr Frinny Polanco Walters encourages families to have children years and older vaccinated against COVID just as they would vaccinate them against measles Learn more about COVID vaccine and kids through the link,"Dr. Frinny Polanco Walters encourages families to have children 5 years and older vaccinated against COVID, just as they would vaccinate them against measles. Learn more about COVID-19 vaccine and kids through the link.",0,1,0,0,0,0,0,0
506,Eastern gorillas are in an utterly desperate situation Their lungs aren t all that different from our lungs and there s a very high chance they can catch Covid With numbers already poached down to a minimum this may turn into a disaster they can t cope with On top of the obvious dangers the pandemic has also ended gorilla tourism ripping the beating heart out of their community led conservation and creating a funding gap that s truly devastating Please help save them If there s not enough funding for rangers the consequences will be unbearable but if everyone reading this donates just you could help keep patrols in the field to protect them,"Eastern gorillas are in an utterly desperate situation. Their lungs aren't all that different from our lungs, and there's a very high chance they can catch Covid-19. With numbers already poached down to a minimum, this may turn into a disaster they can’t cope with.

On top of the obvious dangers, the pandemic has also ended gorilla tourism – ripping the beating heart out of their community-led conservation and creating a funding gap that’s truly devastating.

Please help save them. If there’s not enough funding for rangers the consequences will be unbearable, but if everyone reading this donates just £3, you could help keep patrols in the field to protect them.",0,0,0,0,0,1,0,1
507,In the fast changing world of vaccine mandates CMS has recently issued its vaccine mandate with respect to the covid vaccine Interestingly the CMS vaccine mandate applies to virtually every healthcare provider who participates in Medicare including contractors employees independent contractors volunteers and other personnel that provide services to those Medicare providers that come into contact with patients Listen here,"In the fast-changing world of vaccine mandates, CMS has recently issued its vaccine mandate with respect to the covid vaccine. Interestingly, the CMS vaccine mandate applies to virtually every healthcare provider who participates in Medicare including contractors, employees, independent contractors, volunteers, and other personnel that provide services to those Medicare providers that come into contact with patients. Listen here: https://chehardy.com/cms-vaccine-mandate/",0,1,0,0,0,0,0,1
